protein_id,length,n_homologs,mode,n_homologs_used,n_homologs_avail,p,K,drafter_accuracy,mean_accepted,mean_tokens_per_step,acceptance_rate,n_steps,ref_source
P13569,1480,32,static,32,64,,1,0.9932,0.9906,1.9892,0.9906,744,query_3di
P13569,1480,32,static,32,64,,2,0.9932,1.9739,2.9719,0.9879,498,query_3di
P13569,1480,32,static,32,64,,4,0.9932,3.904,4.9007,0.976,302,query_3di
P13569,1480,32,static,32,64,,8,0.9932,7.7118,8.7059,0.969,170,query_3di
P13569,1480,32,static,32,64,,12,0.9932,11.2397,12.2314,0.9379,121,query_3di
P13569,1480,32,static,32,64,,16,0.9932,14.5895,15.5789,0.9136,95,query_3di
P13569,1480,32,prefix,32,64,1,1,0.9959,0.9946,1.9946,0.9946,742,query_3di
P13569,1480,32,prefix,32,64,1,2,0.9959,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,32,prefix,32,64,1,4,0.9959,3.9532,4.9498,0.9883,299,query_3di
P13569,1480,32,prefix,32,64,1,8,0.9959,7.8683,8.8623,0.9843,167,query_3di
P13569,1480,32,prefix,32,64,1,12,0.9959,11.6581,12.6496,0.9715,117,query_3di
P13569,1480,32,prefix,32,64,1,16,0.9959,15.2747,16.2637,0.958,91,query_3di
P13569,1480,32,prefix,32,64,2,1,0.9959,0.9946,1.9946,0.9946,742,query_3di
P13569,1480,32,prefix,32,64,2,2,0.9959,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,32,prefix,32,64,2,4,0.9959,3.9532,4.9498,0.9883,299,query_3di
P13569,1480,32,prefix,32,64,2,8,0.9959,7.8683,8.8623,0.9843,167,query_3di
P13569,1480,32,prefix,32,64,2,12,0.9959,11.6581,12.6496,0.9715,117,query_3di
P13569,1480,32,prefix,32,64,2,16,0.9959,15.2747,16.2637,0.958,91,query_3di
P13569,1480,32,prefix,32,64,4,1,0.9966,0.9973,1.9973,0.9973,741,query_3di
P13569,1480,32,prefix,32,64,4,2,0.9966,1.9899,2.9899,0.9949,495,query_3di
P13569,1480,32,prefix,32,64,4,4,0.9966,3.9698,4.9664,0.9924,298,query_3di
P13569,1480,32,prefix,32,64,4,8,0.9966,7.9217,8.9157,0.9917,166,query_3di
P13569,1480,32,prefix,32,64,4,12,0.9966,11.6581,12.6496,0.9785,117,query_3di
P13569,1480,32,prefix,32,64,4,16,0.9966,15.4556,16.4444,0.9761,90,query_3di
P13569,1480,32,prefix,32,64,8,1,0.9946,0.996,1.9946,0.996,742,query_3di
P13569,1480,32,prefix,32,64,8,2,0.9946,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,32,prefix,32,64,8,4,0.9946,3.9532,4.9498,0.9883,299,query_3di
P13569,1480,32,prefix,32,64,8,8,0.9946,7.8155,8.8095,0.982,168,query_3di
P13569,1480,32,prefix,32,64,8,12,0.9946,11.4454,12.437,0.9551,119,query_3di
P13569,1480,32,prefix,32,64,8,16,0.9946,15.0978,16.087,0.9455,92,query_3di
P13569,1480,32,prefix,32,64,12,1,0.9953,0.996,1.9946,0.996,742,query_3di
P13569,1480,32,prefix,32,64,12,2,0.9953,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,32,prefix,32,64,12,4,0.9953,3.9698,4.9664,0.9924,298,query_3di
P13569,1480,32,prefix,32,64,12,8,0.9953,7.8155,8.8095,0.982,168,query_3di
P13569,1480,32,prefix,32,64,12,12,0.9953,11.5508,12.5424,0.9639,118,query_3di
P13569,1480,32,prefix,32,64,12,16,0.9953,15.2747,16.2637,0.9566,91,query_3di
P13569,1480,32,prefix,32,64,16,1,0.9953,0.996,1.9946,0.996,742,query_3di
P13569,1480,32,prefix,32,64,16,2,0.9953,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,32,prefix,32,64,16,4,0.9953,3.9865,4.9832,0.9966,297,query_3di
P13569,1480,32,prefix,32,64,16,8,0.9953,7.7633,8.7574,0.9755,169,query_3di
P13569,1480,32,prefix,32,64,16,12,0.9953,11.5508,12.5424,0.9639,118,query_3di
P13569,1480,32,prefix,32,64,16,16,0.9953,15.2747,16.2637,0.9566,91,query_3di
P13569,1480,64,static,64,64,,1,0.9932,0.9906,1.9892,0.9906,744,query_3di
P13569,1480,64,static,64,64,,2,0.9932,1.9739,2.9719,0.9879,498,query_3di
P13569,1480,64,static,64,64,,4,0.9932,3.9169,4.9169,0.9792,301,query_3di
P13569,1480,64,static,64,64,,8,0.9932,7.7633,8.7574,0.9711,169,query_3di
P13569,1480,64,static,64,64,,12,0.9932,11.2397,12.2314,0.9425,121,query_3di
P13569,1480,64,static,64,64,,16,0.9932,14.4271,15.4167,0.91,96,query_3di
P13569,1480,64,prefix,64,64,1,1,0.9946,0.9946,1.9946,0.9946,742,query_3di
P13569,1480,64,prefix,64,64,1,2,0.9946,1.9859,2.9839,0.9929,496,query_3di
P13569,1480,64,prefix,64,64,1,4,0.9946,3.9367,4.9333,0.9866,300,query_3di
P13569,1480,64,prefix,64,64,1,8,0.9946,7.8683,8.8623,0.9835,167,query_3di
P13569,1480,64,prefix,64,64,1,12,0.9946,11.5508,12.5424,0.968,118,query_3di
P13569,1480,64,prefix,64,64,1,16,0.9946,14.9247,15.914,0.941,93,query_3di
P13569,1480,64,prefix,64,64,2,1,0.9932,0.9933,1.9919,0.9933,743,query_3di
P13569,1480,64,prefix,64,64,2,2,0.9932,1.9799,2.9779,0.9899,497,query_3di
P13569,1480,64,prefix,64,64,2,4,0.9932,3.9203,4.9169,0.9809,301,query_3di
P13569,1480,64,prefix,64,64,2,8,0.9932,7.7633,8.7574,0.9726,169,query_3di
P13569,1480,64,prefix,64,64,2,12,0.9932,11.3417,12.3333,0.9524,120,query_3di
P13569,1480,64,prefix,64,64,2,16,0.9932,14.7447,15.7447,0.9215,94,query_3di
P13569,1480,64,prefix,64,64,4,1,0.9946,0.9973,1.9973,0.9973,741,query_3di
P13569,1480,64,prefix,64,64,4,2,0.9946,1.9839,2.9839,0.9919,496,query_3di
P13569,1480,64,prefix,64,64,4,4,0.9946,3.9532,4.9498,0.9883,299,query_3di
P13569,1480,64,prefix,64,64,4,8,0.9946,7.8683,8.8623,0.985,167,query_3di
P13569,1480,64,prefix,64,64,4,12,0.9946,11.4454,12.437,0.9605,119,query_3di
P13569,1480,64,prefix,64,64,4,16,0.9946,14.9247,15.914,0.9423,93,query_3di
P13569,1480,64,prefix,64,64,8,1,0.9919,0.9906,1.9892,0.9906,744,query_3di
P13569,1480,64,prefix,64,64,8,2,0.9919,1.9679,2.9659,0.985,499,query_3di
P13569,1480,64,prefix,64,64,8,4,0.9919,3.9203,4.9169,0.9801,301,query_3di
P13569,1480,64,prefix,64,64,8,8,0.9919,7.7118,8.7059,0.969,170,query_3di
P13569,1480,64,prefix,64,64,8,12,0.9919,11.2397,12.2314,0.9379,121,query_3di
P13569,1480,64,prefix,64,64,8,16,0.9919,14.4271,15.4167,0.9035,96,query_3di
P13569,1480,64,prefix,64,64,12,1,0.9926,0.9906,1.9892,0.9906,744,query_3di
P13569,1480,64,prefix,64,64,12,2,0.9926,1.9739,2.9719,0.9879,498,query_3di
P13569,1480,64,prefix,64,64,12,4,0.9926,3.9367,4.9333,0.9842,300,query_3di
P13569,1480,64,prefix,64,64,12,8,0.9926,7.7633,8.7574,0.9755,169,query_3di
P13569,1480,64,prefix,64,64,12,12,0.9926,11.3417,12.3333,0.9465,120,query_3di
P13569,1480,64,prefix,64,64,12,16,0.9926,14.5895,15.5789,0.9136,95,query_3di
P13569,1480,64,prefix,64,64,16,1,0.9939,0.9933,1.9919,0.9933,743,query_3di
P13569,1480,64,prefix,64,64,16,2,0.9939,1.9859,2.9839,0.9939,496,query_3di
P13569,1480,64,prefix,64,64,16,4,0.9939,3.9532,4.9498,0.9883,299,query_3di
P13569,1480,64,prefix,64,64,16,8,0.9939,7.7633,8.7574,0.9755,169,query_3di
P13569,1480,64,prefix,64,64,16,12,0.9939,11.4454,12.437,0.9551,119,query_3di
P13569,1480,64,prefix,64,64,16,16,0.9939,14.9247,15.914,0.9347,93,query_3di
P14598,390,4,static,4,64,,1,0.9667,0.9648,1.9598,0.9648,199,query_3di
P14598,390,4,static,4,64,,2,0.9667,1.875,2.8676,0.9375,136,query_3di
P14598,390,4,static,4,64,,4,0.9667,3.5349,4.5349,0.8837,86,query_3di
P14598,390,4,static,4,64,,8,0.9667,6.5192,7.5,0.8208,52,query_3di
P14598,390,4,static,4,64,,12,0.9667,9.0256,10.0,0.7652,39,query_3di
P14598,390,4,static,4,64,,16,0.9667,11.2188,12.1875,0.7095,32,query_3di
P14598,390,4,prefix,4,64,1,1,0.9872,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,1,2,0.9872,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,1,4,0.9872,3.8272,4.8148,0.9627,81,query_3di
P14598,390,4,prefix,4,64,1,8,0.9872,7.5,8.4783,0.9504,46,query_3di
P14598,390,4,prefix,4,64,1,12,0.9872,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,1,16,0.9872,15.25,16.25,0.9531,24,query_3di
P14598,390,4,prefix,4,64,2,1,0.9872,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,2,2,0.9872,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,2,4,0.9872,3.8272,4.8148,0.9627,81,query_3di
P14598,390,4,prefix,4,64,2,8,0.9872,7.5,8.4783,0.9504,46,query_3di
P14598,390,4,prefix,4,64,2,12,0.9872,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,2,16,0.9872,15.25,16.25,0.9531,24,query_3di
P14598,390,4,prefix,4,64,4,1,0.9872,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,4,2,0.9872,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,4,4,0.9872,3.8272,4.8148,0.9627,81,query_3di
P14598,390,4,prefix,4,64,4,8,0.9872,7.5,8.4783,0.9504,46,query_3di
P14598,390,4,prefix,4,64,4,12,0.9872,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,4,16,0.9872,15.25,16.25,0.9531,24,query_3di
P14598,390,4,prefix,4,64,8,1,0.9897,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,8,2,0.9897,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,8,4,0.9897,3.8875,4.875,0.978,80,query_3di
P14598,390,4,prefix,4,64,8,8,0.9897,7.6889,8.6667,0.9746,45,query_3di
P14598,390,4,prefix,4,64,8,12,0.9897,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,8,16,0.9897,15.25,16.25,0.9531,24,query_3di
P14598,390,4,prefix,4,64,12,1,0.9897,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,12,2,0.9897,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,12,4,0.9897,3.8875,4.875,0.978,80,query_3di
P14598,390,4,prefix,4,64,12,8,0.9897,7.6889,8.6667,0.9746,45,query_3di
P14598,390,4,prefix,4,64,12,12,0.9897,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,12,16,0.9897,15.25,16.25,0.9531,24,query_3di
P14598,390,4,prefix,4,64,16,1,0.9923,1.0,2.0,1.0,195,query_3di
P14598,390,4,prefix,4,64,16,2,0.9923,1.9771,2.9771,0.9885,131,query_3di
P14598,390,4,prefix,4,64,16,4,0.9923,3.8875,4.875,0.978,80,query_3di
P14598,390,4,prefix,4,64,16,8,0.9923,7.6889,8.6667,0.9746,45,query_3di
P14598,390,4,prefix,4,64,16,12,0.9923,11.2188,12.1875,0.9373,32,query_3di
P14598,390,4,prefix,4,64,16,16,0.9923,15.25,16.25,0.9531,24,query_3di
P14598,390,8,static,8,64,,1,0.9641,0.9453,1.9403,0.9453,201,query_3di
P14598,390,8,static,8,64,,2,0.9641,1.854,2.8467,0.927,137,query_3di
P14598,390,8,static,8,64,,4,0.9641,3.4828,4.4828,0.8707,87,query_3di
P14598,390,8,static,8,64,,8,0.9641,6.3774,7.3585,0.8029,53,query_3di
P14598,390,8,static,8,64,,12,0.9641,8.5366,9.5122,0.7231,41,query_3di
P14598,390,8,static,8,64,,16,0.9641,10.5,11.4706,0.6636,34,query_3di
P14598,390,8,prefix,8,64,1,1,0.9872,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,1,2,0.9872,1.9771,2.9771,0.9885,131,query_3di
P14598,390,8,prefix,8,64,1,4,0.9872,3.8875,4.875,0.978,80,query_3di
P14598,390,8,prefix,8,64,1,8,0.9872,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,1,12,0.9872,11.2188,12.1875,0.9373,32,query_3di
P14598,390,8,prefix,8,64,1,16,0.9872,14.6,15.6,0.9125,25,query_3di
P14598,390,8,prefix,8,64,2,1,0.9846,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,2,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,8,prefix,8,64,2,4,0.9846,3.8272,4.8148,0.9627,81,query_3di
P14598,390,8,prefix,8,64,2,8,0.9846,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,2,12,0.9846,10.8485,11.8182,0.9063,33,query_3di
P14598,390,8,prefix,8,64,2,16,0.9846,14.0,15.0,0.875,26,query_3di
P14598,390,8,prefix,8,64,4,1,0.9846,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,4,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,8,prefix,8,64,4,4,0.9846,3.8272,4.8148,0.9627,81,query_3di
P14598,390,8,prefix,8,64,4,8,0.9846,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,4,12,0.9846,10.8485,11.8182,0.9063,33,query_3di
P14598,390,8,prefix,8,64,4,16,0.9846,14.0,15.0,0.875,26,query_3di
P14598,390,8,prefix,8,64,8,1,0.9846,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,8,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,8,prefix,8,64,8,4,0.9846,3.8272,4.8148,0.9627,81,query_3di
P14598,390,8,prefix,8,64,8,8,0.9846,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,8,12,0.9846,10.8485,11.8182,0.9063,33,query_3di
P14598,390,8,prefix,8,64,8,16,0.9846,14.0,15.0,0.875,26,query_3di
P14598,390,8,prefix,8,64,12,1,0.9846,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,12,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,8,prefix,8,64,12,4,0.9846,3.8272,4.8148,0.9627,81,query_3di
P14598,390,8,prefix,8,64,12,8,0.9846,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,12,12,0.9846,10.8485,11.8182,0.9063,33,query_3di
P14598,390,8,prefix,8,64,12,16,0.9846,14.0,15.0,0.875,26,query_3di
P14598,390,8,prefix,8,64,16,1,0.9821,0.9898,1.9898,0.9898,196,query_3di
P14598,390,8,prefix,8,64,16,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,8,prefix,8,64,16,4,0.9821,3.7683,4.7561,0.9479,82,query_3di
P14598,390,8,prefix,8,64,16,8,0.9821,7.5,8.4783,0.9504,46,query_3di
P14598,390,8,prefix,8,64,16,12,0.9821,10.8485,11.8182,0.9063,33,query_3di
P14598,390,8,prefix,8,64,16,16,0.9821,13.4444,14.4444,0.8403,27,query_3di
P14598,390,16,static,16,64,,1,0.9154,0.8619,1.8571,0.8619,210,query_3di
P14598,390,16,static,16,64,,2,0.9154,1.6174,2.6174,0.8087,149,query_3di
P14598,390,16,static,16,64,,4,0.9154,2.7961,3.7864,0.7042,103,query_3di
P14598,390,16,static,16,64,,8,0.9154,4.6667,5.6522,0.5855,69,query_3di
P14598,390,16,static,16,64,,12,0.9154,5.8596,6.8421,0.4883,57,query_3di
P14598,390,16,static,16,64,,16,0.9154,6.6471,7.6471,0.4154,51,query_3di
P14598,390,16,prefix,16,64,1,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,1,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,1,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,1,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,1,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,1,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,16,prefix,16,64,2,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,2,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,2,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,2,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,2,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,2,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,16,prefix,16,64,4,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,4,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,4,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,4,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,4,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,4,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,16,prefix,16,64,8,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,8,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,8,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,8,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,8,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,8,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,16,prefix,16,64,12,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,12,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,12,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,12,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,12,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,12,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,16,prefix,16,64,16,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,16,prefix,16,64,16,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,16,prefix,16,64,16,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,16,prefix,16,64,16,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,16,prefix,16,64,16,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,16,prefix,16,64,16,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,32,static,32,64,,1,0.9205,0.8708,1.866,0.8708,209,query_3di
P14598,390,32,static,32,64,,2,0.9205,1.6351,2.6351,0.8176,148,query_3di
P14598,390,32,static,32,64,,4,0.9205,2.8713,3.8614,0.7232,101,query_3di
P14598,390,32,static,32,64,,8,0.9205,4.75,5.7353,0.5959,68,query_3di
P14598,390,32,static,32,64,,12,0.9205,6.1091,7.0909,0.5091,55,query_3di
P14598,390,32,static,32,64,,16,0.9205,6.9592,7.9592,0.4349,49,query_3di
P14598,390,32,prefix,32,64,1,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,1,2,0.9846,1.9771,2.9771,0.9885,131,query_3di
P14598,390,32,prefix,32,64,1,4,0.9846,3.8875,4.875,0.9719,80,query_3di
P14598,390,32,prefix,32,64,1,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,1,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,32,prefix,32,64,1,16,0.9846,14.0385,15.0,0.9102,26,query_3di
P14598,390,32,prefix,32,64,2,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,2,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,32,prefix,32,64,2,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,32,prefix,32,64,2,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,2,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,32,prefix,32,64,2,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,32,prefix,32,64,4,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,4,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,32,prefix,32,64,4,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,32,prefix,32,64,4,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,4,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,32,prefix,32,64,4,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,32,prefix,32,64,8,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,8,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,32,prefix,32,64,8,4,0.9846,3.8272,4.8148,0.9568,81,query_3di
P14598,390,32,prefix,32,64,8,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,8,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,32,prefix,32,64,8,16,0.9846,13.4815,14.4444,0.8729,27,query_3di
P14598,390,32,prefix,32,64,12,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,12,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,32,prefix,32,64,12,4,0.9846,3.8272,4.8148,0.9568,81,query_3di
P14598,390,32,prefix,32,64,12,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,12,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,32,prefix,32,64,12,16,0.9846,13.4815,14.4444,0.8729,27,query_3di
P14598,390,32,prefix,32,64,16,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,32,prefix,32,64,16,2,0.9846,1.9545,2.9545,0.9773,132,query_3di
P14598,390,32,prefix,32,64,16,4,0.9846,3.8272,4.8148,0.9568,81,query_3di
P14598,390,32,prefix,32,64,16,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,32,prefix,32,64,16,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,32,prefix,32,64,16,16,0.9846,13.4815,14.4444,0.8729,27,query_3di
P14598,390,64,static,64,64,,1,0.9205,0.8708,1.866,0.8708,209,query_3di
P14598,390,64,static,64,64,,2,0.9205,1.6351,2.6351,0.8176,148,query_3di
P14598,390,64,static,64,64,,4,0.9205,2.8713,3.8614,0.7232,101,query_3di
P14598,390,64,static,64,64,,8,0.9205,4.75,5.7353,0.5959,68,query_3di
P14598,390,64,static,64,64,,12,0.9205,6.1091,7.0909,0.5091,55,query_3di
P14598,390,64,static,64,64,,16,0.9205,6.9592,7.9592,0.4349,49,query_3di
P14598,390,64,prefix,64,64,1,1,0.9795,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,1,2,0.9795,1.9771,2.9771,0.9885,131,query_3di
P14598,390,64,prefix,64,64,1,4,0.9795,3.7683,4.7561,0.9421,82,query_3di
P14598,390,64,prefix,64,64,1,8,0.9795,7.5,8.4783,0.9426,46,query_3di
P14598,390,64,prefix,64,64,1,12,0.9795,10.5,11.4706,0.8925,34,query_3di
P14598,390,64,prefix,64,64,1,16,0.9795,12.9643,13.9286,0.8383,28,query_3di
P14598,390,64,prefix,64,64,2,1,0.9769,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,2,2,0.9769,1.9545,2.9545,0.9773,132,query_3di
P14598,390,64,prefix,64,64,2,4,0.9769,3.7108,4.6988,0.9277,83,query_3di
P14598,390,64,prefix,64,64,2,8,0.9769,7.3191,8.2979,0.9198,47,query_3di
P14598,390,64,prefix,64,64,2,12,0.9769,10.1714,11.1429,0.8641,35,query_3di
P14598,390,64,prefix,64,64,2,16,0.9769,12.4828,13.4483,0.8062,29,query_3di
P14598,390,64,prefix,64,64,4,1,0.9795,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,4,2,0.9795,1.9545,2.9545,0.9773,132,query_3di
P14598,390,64,prefix,64,64,4,4,0.9795,3.7683,4.7561,0.9421,82,query_3di
P14598,390,64,prefix,64,64,4,8,0.9795,7.5,8.4783,0.9426,46,query_3di
P14598,390,64,prefix,64,64,4,12,0.9795,10.5,11.4706,0.8925,34,query_3di
P14598,390,64,prefix,64,64,4,16,0.9795,12.9643,13.9286,0.8383,28,query_3di
P14598,390,64,prefix,64,64,8,1,0.9821,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,8,2,0.9821,1.9545,2.9545,0.9773,132,query_3di
P14598,390,64,prefix,64,64,8,4,0.9821,3.8272,4.8148,0.9568,81,query_3di
P14598,390,64,prefix,64,64,8,8,0.9821,7.5,8.4783,0.9426,46,query_3di
P14598,390,64,prefix,64,64,8,12,0.9821,10.5,11.4706,0.8925,34,query_3di
P14598,390,64,prefix,64,64,8,16,0.9821,13.4815,14.4444,0.8729,27,query_3di
P14598,390,64,prefix,64,64,12,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,12,2,0.9846,1.9771,2.9771,0.9885,131,query_3di
P14598,390,64,prefix,64,64,12,4,0.9846,3.8875,4.875,0.9719,80,query_3di
P14598,390,64,prefix,64,64,12,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,64,prefix,64,64,12,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,64,prefix,64,64,12,16,0.9846,14.0385,15.0,0.9102,26,query_3di
P14598,390,64,prefix,64,64,16,1,0.9846,0.9848,1.9797,0.9848,197,query_3di
P14598,390,64,prefix,64,64,16,2,0.9846,1.9771,2.9771,0.9885,131,query_3di
P14598,390,64,prefix,64,64,16,4,0.9846,3.8875,4.875,0.9719,80,query_3di
P14598,390,64,prefix,64,64,16,8,0.9846,7.5,8.4783,0.9426,46,query_3di
P14598,390,64,prefix,64,64,16,12,0.9846,10.8485,11.8182,0.9227,33,query_3di
P14598,390,64,prefix,64,64,16,16,0.9846,14.0385,15.0,0.9102,26,query_3di
P15056,766,4,static,4,64,,1,0.9856,0.9793,1.9793,0.9793,387,query_3di
P15056,766,4,static,4,64,,2,0.9856,1.9349,2.9349,0.9693,261,query_3di
P15056,766,4,static,4,64,,4,0.9856,3.7875,4.7875,0.9543,160,query_3di
P15056,766,4,static,4,64,,8,0.9856,7.2366,8.2366,0.9207,93,query_3di
P15056,766,4,static,4,64,,12,0.9856,10.4328,11.4328,0.8927,67,query_3di
P15056,766,4,static,4,64,,16,0.9856,13.1852,14.1852,0.8609,54,query_3di
